employee_id,tasks_completed,average_task_quality,projects_led,client_satisfaction_score,hours_worked,deadline_met_score,innovation_score,efficiency_score,meetings_attended,collaboration_score,punctuality_score,training_hours_completed,work_engagement_score,peer_interaction_score,initiative_score,task_followup_score,speech_sentiment_score,speech_energy_level,speech_clarity_score,tone_consistency_score,speaking_speed,pause_frequency,pitch_variation,volume_stability_score,performance_rating
3125,58,9,3,100,42,6,9,8,11,6,9,16.0,8,6,7,7,0.67,8,8,6,144,3,7,8,High
3126,36,5,3,93,34,9,4,4,12,7,7,14.9,4,4,8,7,0.33,7,6,4,109,1,6,7,Medium
3127,37,9,2,84,33,9,4,7,9,7,6,8.1,7,8,7,7,-0.02,6,5,7,129,6,6,5,Medium
3128,32,3,2,15,33,3,5,2,5,4,5,4.0,5,5,5,7,-0.22,6,3,3,60,7,4,3,Low
3129,49,8,6,78,43,10,9,8,14,10,10,16.7,9,7,10,10,0.39,10,10,9,147,1,10,10,High
3130,24,7,2,71,45,6,5,9,13,7,8,9.7,6,4,4,7,0.02,7,5,7,120,3,10,6,Medium
3131,38,6,0,46,28,2,5,4,14,1,2,8.7,5,4,3,4,-0.39,5,4,2,109,6,4,8,Low
3132,26,6,1,60,39,5,3,7,6,4,3,2.0,4,2,3,7,0.26,4,7,8,83,5,6,5,Low
3133,23,7,3,79,54,4,7,6,14,9,6,13.4,6,5,6,7,0.4,4,5,5,129,3,8,6,Medium
3134,39,5,3,82,52,6,7,8,10,6,5,15.6,5,7,7,8,0.35,8,6,6,129,5,8,5,Medium
3135,46,8,2,100,43,6,8,9,20,8,9,18.7,9,7,10,7,0.49,7,8,8,111,3,7,9,High
3136,55,10,4,85,44,10,9,8,16,7,10,12.9,8,9,8,8,0.91,6,7,6,130,3,6,9,High
3137,21,4,1,44,34,7,2,5,6,4,4,8.8,3,1,6,8,-0.07,7,2,4,96,4,3,3,Low
3138,56,9,3,96,43,9,8,9,16,9,6,14.5,8,7,7,9,0.39,10,9,9,146,3,8,10,High
3139,24,5,0,29,38,5,5,7,8,2,6,4.2,4,3,4,1,0.03,4,6,2,84,5,6,5,Low
3140,50,9,5,93,43,7,9,7,18,8,8,10.5,10,9,8,10,0.83,10,8,7,138,3,8,8,High
3141,57,10,2,91,37,8,7,9,14,8,8,17.4,8,7,10,6,0.93,8,9,8,140,1,7,9,High
3142,38,8,3,80,35,7,5,8,14,6,6,11.6,6,7,5,6,0.22,4,6,6,132,7,7,7,Medium
3143,43,8,4,85,48,9,10,9,15,8,10,13.2,8,9,8,6,0.78,6,9,8,140,3,5,9,High
3144,25,7,0,78,48,7,6,6,16,8,6,6.6,8,7,4,4,-0.26,8,8,5,132,4,3,6,Medium
3145,49,5,1,67,41,7,7,6,9,6,9,3.6,7,6,5,9,0.52,6,5,9,128,6,7,7,Medium
3146,52,8,2,69,54,10,7,7,17,9,7,17.2,6,9,9,10,0.43,8,7,7,106,1,9,8,High
3147,37,6,2,76,32,2,4,4,15,7,8,9.7,7,7,6,8,0.21,7,4,5,101,4,6,9,Medium
3148,48,7,2,82,38,8,5,8,10,7,4,17.4,5,5,8,7,0.38,10,8,7,132,2,2,8,Medium
3149,51,3,2,67,47,8,5,4,15,7,5,10.6,5,7,7,8,0.33,2,7,4,115,5,5,6,Medium
3150,60,6,4,93,43,9,5,10,15,8,7,18.7,10,9,10,7,0.27,9,6,10,154,4,5,7,High
3151,40,6,2,96,48,7,6,6,13,8,6,12.6,8,4,8,7,0.12,6,4,7,113,8,7,7,Medium
3152,24,5,1,66,39,3,6,5,10,2,7,6.0,5,3,1,4,-0.02,4,5,1,91,7,4,7,Low
3153,56,9,3,85,33,9,7,10,15,8,10,22.3,9,9,4,9,0.67,8,9,5,127,2,8,8,High
3154,47,8,3,85,39,8,9,8,18,10,7,13.1,9,9,6,8,0.61,8,7,7,118,3,8,10,High
3155,31,5,2,79,26,6,3,6,8,5,4,7.3,7,4,2,6,-0.0,4,4,6,69,9,3,6,Low
3156,32,8,0,74,39,8,8,5,10,7,6,7.5,6,7,7,7,0.23,5,4,9,137,6,7,8,Medium
3157,28,3,1,77,34,2,4,1,9,5,6,4.9,3,7,1,3,-0.26,3,5,1,97,10,5,3,Low
3158,24,6,1,59,35,6,9,7,17,7,4,12.0,7,6,3,9,0.39,3,4,6,124,4,8,6,Medium
3159,25,3,1,61,35,6,4,7,11,4,7,11.9,7,6,4,4,0.06,5,7,6,118,4,6,7,Medium
3160,59,6,4,100,47,9,10,9,18,8,8,17.2,10,10,9,9,0.86,8,8,7,136,2,9,7,High
3161,40,5,1,62,41,8,4,8,10,7,9,12.2,4,5,5,6,0.23,5,5,8,115,5,7,8,Medium
3162,32,6,0,64,42,3,6,4,12,6,3,7.9,8,6,5,9,-0.06,6,2,6,125,4,4,6,Medium
3163,50,7,4,63,44,6,3,7,13,8,6,9.7,8,9,7,8,0.62,8,7,5,123,4,6,7,Medium
3164,60,9,5,82,36,7,8,6,23,9,10,14.7,8,10,7,7,0.67,7,9,10,132,2,7,8,High
3165,36,7,1,64,40,6,5,10,13,7,10,16.4,6,5,4,5,0.28,8,6,8,109,4,7,5,Medium
3166,59,10,2,79,35,10,8,8,20,9,10,19.3,9,10,9,10,0.36,8,8,5,150,2,10,9,High
3167,44,7,1,70,37,6,5,5,5,6,6,9.8,5,7,3,7,0.13,2,5,6,104,4,6,8,Medium
3168,28,6,0,72,24,7,2,5,9,6,5,6.1,6,3,3,4,0.01,5,5,3,76,5,2,5,Low
3169,44,7,0,51,41,5,6,5,7,7,8,12.8,6,7,3,7,0.32,7,8,7,106,4,4,8,Medium
3170,51,6,1,86,38,6,6,8,14,8,6,9.2,8,8,5,4,0.61,2,7,4,117,6,7,5,Medium
3171,34,4,4,75,37,8,4,6,13,6,4,14.2,5,5,5,5,0.18,7,4,6,109,3,5,9,Medium
3172,34,5,1,41,29,5,2,5,11,6,5,3.4,1,4,2,7,0.27,3,5,1,78,5,4,1,Low
3173,34,8,2,31,30,5,5,4,4,10,5,11.3,8,3,2,5,-0.38,5,3,2,79,11,6,3,Low
3174,68,10,7,85,39,8,9,9,17,10,7,15.6,8,9,8,7,0.73,9,8,9,129,1,9,8,High
3175,42,6,1,81,37,7,5,6,11,7,6,12.1,8,8,6,6,0.22,5,5,7,115,3,9,7,Medium
3176,44,8,4,100,38,8,7,7,18,10,7,17.0,9,7,9,6,0.61,8,9,8,117,1,7,9,High
3177,39,6,2,73,44,6,5,6,12,6,7,12.1,7,9,5,7,0.62,5,7,7,130,1,4,7,Medium
3178,42,9,2,59,38,5,5,8,7,7,5,14.6,6,7,3,8,-0.08,7,4,9,120,4,4,5,Medium
3179,31,6,2,68,26,9,7,5,14,8,5,12.4,5,5,4,8,0.63,4,7,7,100,7,3,8,Medium
3180,48,5,5,71,44,7,5,5,17,6,9,11.4,8,6,7,5,-0.16,5,5,2,139,4,9,8,Medium
3181,26,3,2,65,42,9,3,7,11,7,9,11.8,6,8,5,4,0.89,4,9,8,108,7,4,7,Medium
3182,41,9,2,72,35,5,6,6,8,8,7,9.7,6,8,4,7,0.38,9,6,8,119,4,5,8,Medium
3183,36,2,3,44,38,6,3,4,9,5,2,6.3,7,1,4,5,-0.2,6,5,3,105,4,6,3,Low
3184,51,7,3,69,37,7,4,7,11,6,6,15.0,5,7,7,4,0.3,8,5,7,128,3,10,8,Medium
3185,39,5,0,76,36,6,7,7,11,9,5,11.0,6,7,5,7,0.28,4,8,3,125,6,5,6,Medium
3186,49,9,1,81,41,7,7,9,21,8,8,14.9,8,9,9,9,1.0,10,6,6,156,2,6,9,High
3187,50,9,2,78,44,8,9,10,15,9,10,18.5,9,9,6,9,0.84,9,7,7,137,2,7,8,High
3188,52,9,4,76,46,8,7,9,15,9,9,14.9,9,9,6,6,0.85,9,10,8,165,4,9,10,High
3189,58,8,6,75,37,9,7,10,17,10,9,19.6,9,9,10,7,0.47,8,7,8,126,1,7,10,High
3190,44,7,4,81,31,5,5,6,11,7,9,11.7,6,7,5,5,0.3,8,8,5,139,1,7,7,Medium
3191,36,5,3,77,36,6,5,8,15,6,8,8.7,7,8,9,6,0.31,8,7,6,118,4,5,4,Medium
3192,51,10,3,78,41,8,9,9,17,8,8,20.2,7,9,9,9,0.68,9,8,10,171,1,8,10,High
3193,36,6,2,82,37,7,7,6,10,8,6,12.6,4,7,8,6,0.07,3,4,5,115,4,6,2,Medium
3194,37,6,0,85,42,6,7,7,18,8,6,11.5,9,8,6,6,0.21,8,6,5,114,5,5,9,Medium
3195,19,3,0,58,35,4,1,4,4,4,4,11.0,4,6,4,5,-0.04,1,5,6,68,6,2,3,Low
3196,42,6,3,83,39,6,6,5,10,10,5,11.3,10,6,4,3,0.22,5,7,8,121,5,7,7,Medium
3197,51,8,0,100,44,8,3,4,15,6,8,15.2,6,8,3,7,0.23,6,5,4,105,2,7,7,Medium
3198,52,7,3,90,40,9,10,8,22,6,10,22.6,9,7,8,8,0.89,7,8,8,110,1,7,10,High
3199,25,7,2,55,47,6,4,7,13,7,6,9.4,7,9,5,6,0.63,4,5,7,125,4,4,7,Medium
3200,31,6,0,58,30,6,8,8,10,8,5,9.7,4,6,5,4,0.03,7,5,9,122,4,5,7,Medium
3201,53,7,1,79,45,10,7,10,18,9,9,19.4,8,8,6,9,0.76,9,6,5,140,3,7,8,High
3202,33,4,1,51,41,4,4,6,10,4,2,9.4,5,4,5,6,-0.1,2,8,1,103,8,5,2,Low
3203,41,5,2,61,45,5,4,5,10,7,5,9.2,6,9,5,4,0.01,6,4,5,115,4,5,5,Medium
3204,28,4,2,67,38,5,6,6,10,4,4,6.9,5,2,3,3,0.03,3,5,4,101,6,2,2,Low
3205,61,10,5,100,48,8,7,8,20,7,9,19.1,8,8,8,8,0.56,7,9,9,150,1,9,7,High
3206,55,8,4,93,46,9,8,8,20,9,10,18.3,10,8,4,8,0.94,9,8,8,155,2,10,9,High
3207,41,6,3,87,47,7,4,7,9,8,6,15.4,3,8,8,5,0.2,8,5,6,104,2,8,7,Medium
3208,51,8,3,76,38,9,10,7,18,8,5,18.6,8,10,8,8,1.0,7,9,7,141,0,9,8,High
3209,44,8,2,72,43,8,7,6,12,8,7,13.4,9,5,6,8,0.03,8,6,7,105,1,8,6,Medium
3210,50,7,2,100,41,8,8,8,20,8,8,10.7,8,8,10,8,0.7,10,8,10,132,3,7,5,High
3211,63,8,4,99,45,6,6,10,21,8,9,14.5,8,7,7,7,0.48,10,10,10,149,1,6,10,High
3212,54,9,4,65,46,8,8,7,18,10,9,21.5,10,8,10,7,0.89,8,8,9,121,1,6,9,High
3213,29,5,2,54,34,5,5,2,7,5,5,9.5,4,5,4,5,-0.36,4,2,1,86,3,5,3,Low
3214,51,10,1,93,32,9,6,9,18,10,8,13.2,8,9,10,7,0.82,9,10,10,148,2,10,8,High
3215,54,8,4,92,50,5,7,10,20,10,8,20.0,9,10,8,9,0.98,8,5,9,116,0,7,9,High
3216,38,7,3,53,44,8,5,6,7,7,4,13.1,5,8,9,6,0.19,5,8,7,116,6,6,6,Medium
3217,41,9,5,100,43,7,7,7,18,6,9,18.0,8,9,7,8,0.79,7,6,7,137,0,10,9,High
3218,36,6,2,77,44,4,6,5,12,7,7,9.1,8,8,5,7,0.22,5,5,6,119,6,7,8,Medium
3219,44,7,0,77,41,8,9,10,20,9,9,21.5,9,8,8,8,0.77,7,9,9,127,2,9,6,High
3220,31,5,1,74,39,6,2,3,10,6,5,2.5,6,4,7,6,-0.29,1,3,1,80,5,4,6,Low
3221,51,10,1,83,32,9,6,9,17,10,9,20.4,10,9,7,8,0.33,8,8,7,123,2,9,6,High
3222,34,7,3,89,35,8,6,6,7,7,4,11.8,8,5,8,3,0.26,5,7,7,133,8,4,10,Medium
3223,22,6,1,29,30,6,2,5,6,7,6,6.7,6,2,5,4,0.17,2,9,5,79,7,6,4,Low
3224,34,10,3,75,42,5,5,6,20,8,8,11.8,7,6,4,8,0.02,4,6,6,88,3,6,6,Medium
3225,38,5,1,44,37,6,4,3,8,8,5,3.6,1,3,3,3,-0.49,3,1,4,117,7,7,5,Low
3226,33,5,3,52,47,6,4,5,16,6,6,12.3,6,8,3,3,0.33,10,9,4,122,3,9,5,Medium
3227,51,4,2,67,41,9,5,5,14,5,4,8.6,6,6,5,4,-0.5,8,7,5,123,6,5,9,Medium
3228,33,5,2,50,44,7,4,5,9,5,6,14.9,7,7,8,8,0.6,6,5,6,142,5,4,7,Medium
3229,39,3,3,52,46,4,4,7,13,7,8,14.8,7,8,2,6,0.01,3,3,5,107,1,5,3,Medium
3230,40,8,3,50,38,4,4,5,8,9,5,9.8,6,4,7,4,0.31,7,7,4,110,3,3,4,Medium
3231,46,9,3,100,37,9,8,9,16,8,9,20.1,10,7,8,9,0.58,8,8,7,150,0,8,9,High
3232,23,2,0,63,34,6,5,7,9,5,2,9.3,4,3,6,3,0.09,8,5,5,98,12,5,8,Low
3233,61,8,3,100,47,10,10,7,22,9,9,21.4,10,8,8,10,0.87,9,7,7,131,3,8,7,High
3234,66,6,6,98,47,9,10,7,18,8,9,20.4,8,10,8,9,0.96,5,9,6,130,2,9,8,High
3235,44,6,4,46,31,5,7,9,10,4,8,11.4,8,6,3,8,0.16,6,8,8,107,5,5,4,Medium
3236,47,9,2,66,33,6,5,7,8,6,5,11.3,9,9,4,6,0.63,7,5,5,93,1,9,7,Medium
3237,54,7,4,70,57,9,8,9,20,10,8,18.3,8,8,8,10,1.0,9,4,7,130,4,7,7,High
3238,26,2,2,71,34,5,3,2,6,5,7,3.9,4,6,4,5,-0.27,5,1,5,78,5,4,6,Low
3239,27,5,3,39,42,2,3,7,7,4,5,7.5,5,5,2,3,-0.23,3,2,1,102,10,3,3,Low
3240,37,6,2,50,41,6,2,6,14,6,7,9.9,8,7,7,8,0.28,6,4,8,122,6,4,10,Medium
3241,46,9,4,100,44,7,6,9,18,10,9,15.4,7,8,6,10,0.71,4,5,10,157,1,7,10,High
3242,33,2,1,49,39,3,2,7,5,3,5,4.6,3,7,4,8,0.03,4,6,7,97,10,5,2,Low
3243,52,6,3,76,45,7,5,8,12,6,8,6.8,9,6,1,5,0.25,7,4,6,97,4,4,5,Medium
3244,35,9,0,100,46,7,7,8,12,8,7,15.7,10,9,7,9,0.61,9,9,7,119,1,7,10,High
3245,48,9,5,89,42,8,9,6,14,8,6,18.6,9,7,9,7,0.58,10,9,8,135,0,10,10,High
3246,47,7,2,63,47,7,8,6,5,10,5,11.5,5,6,5,5,0.14,6,8,6,130,4,5,10,Medium
3247,31,7,1,13,33,1,5,4,6,3,4,9.0,3,5,1,5,-0.28,5,1,6,63,7,4,5,Low
3248,47,9,1,100,41,7,10,6,18,9,7,21.7,8,8,6,8,0.64,9,8,10,146,1,10,7,High
3249,40,9,2,60,40,9,7,7,11,7,6,12.6,8,5,4,7,0.36,7,5,7,102,2,7,6,Medium
3250,28,2,1,45,26,6,2,1,6,3,6,8.7,3,1,4,4,-0.02,4,6,4,95,5,3,6,Low
3251,25,3,1,63,35,3,5,7,5,3,3,5.3,4,2,5,6,-0.1,2,6,3,60,4,4,6,Low
3252,56,8,3,83,38,8,9,8,14,9,9,13.2,10,8,8,7,0.81,7,10,8,138,5,8,10,High
3253,39,5,2,100,44,6,5,8,16,8,5,14.6,6,8,5,8,0.44,5,5,3,112,5,4,9,Medium
3254,46,10,4,67,40,9,7,10,19,9,7,17.5,9,8,8,8,0.79,8,7,10,133,3,9,9,High
3255,46,9,5,82,43,8,7,10,15,7,7,17.6,9,6,5,9,0.72,6,7,10,125,3,10,7,High
3256,40,8,1,79,38,6,6,7,12,7,5,15.1,9,5,6,7,0.06,5,7,5,124,2,10,5,Medium
3257,31,8,1,88,37,7,6,8,13,5,8,14.9,3,4,6,6,0.34,6,2,4,108,4,7,7,Medium
3258,51,5,0,89,34,8,9,6,20,7,8,9.5,5,8,8,6,0.21,4,6,5,115,6,4,6,Medium
3259,34,3,3,66,50,7,6,5,10,7,5,7.9,8,6,3,7,0.23,8,9,4,121,8,4,6,Medium
3260,37,8,2,66,44,10,6,10,17,10,9,9.7,8,6,6,7,0.69,5,6,7,99,0,6,9,Medium
3261,55,10,2,79,45,7,8,10,14,9,8,18.3,9,9,9,8,0.48,7,7,8,99,0,5,8,High
3262,40,5,2,99,45,7,6,7,10,7,7,20.9,7,7,7,10,0.26,5,5,5,122,4,3,7,Medium
3263,43,10,4,98,46,10,10,10,17,10,10,14.7,9,10,7,8,0.64,9,7,9,142,5,5,8,High
3264,34,3,3,75,51,9,4,6,14,6,5,10.8,9,7,5,6,-0.13,4,10,6,120,4,7,7,Medium
3265,40,6,4,66,41,7,7,7,9,7,7,9.1,8,4,4,3,0.46,9,8,6,118,2,8,6,Medium
3266,45,9,1,67,48,9,7,5,3,4,5,17.3,8,7,3,7,0.12,7,4,6,95,4,9,6,Medium
3267,29,6,0,76,33,6,7,7,12,7,7,10.7,5,7,4,6,0.49,3,9,7,121,2,7,7,Medium
3268,39,9,4,85,39,10,9,10,17,9,10,16.1,7,10,7,10,0.83,7,8,6,123,2,8,9,High
3269,34,5,4,71,41,9,5,8,15,7,6,16.9,7,7,5,7,0.09,5,7,6,113,3,5,9,Medium
3270,34,5,3,56,40,6,5,6,9,6,6,11.2,6,6,4,7,0.17,9,4,10,89,5,10,6,Medium
3271,26,2,1,95,29,3,4,5,11,3,5,10.2,4,2,3,4,0.15,3,1,6,96,6,2,6,Low
3272,46,5,2,59,37,6,7,5,14,7,5,15.8,6,10,10,8,0.32,7,7,5,147,3,8,9,Medium
3273,35,4,2,61,43,7,7,8,10,5,8,11.1,5,8,5,6,0.16,5,6,8,97,1,4,10,Medium
3274,37,4,3,63,44,5,7,8,15,5,5,17.8,6,8,5,5,0.22,10,6,7,118,1,6,7,Medium
3275,42,9,1,63,39,8,8,8,17,10,8,16.4,8,9,10,9,0.72,10,10,10,111,3,9,9,High
3276,45,6,2,99,46,5,2,7,14,9,7,13.9,7,7,8,7,0.42,6,7,4,127,5,8,8,Medium
3277,44,8,4,82,37,9,7,8,21,8,7,18.6,10,7,5,9,0.6,7,6,8,133,1,6,8,High
3278,45,6,4,42,35,7,6,7,14,7,4,11.2,8,7,2,7,0.12,7,9,7,134,6,5,2,Medium
3279,35,6,2,91,38,7,6,6,10,6,5,10.4,8,7,5,5,0.2,6,7,8,135,8,6,10,Medium
3280,38,3,1,80,42,1,5,7,5,6,2,3.8,2,4,5,5,-0.33,3,5,2,84,9,4,5,Low
3281,37,7,2,80,39,7,6,6,9,8,9,12.6,5,5,5,6,0.46,8,4,9,119,6,8,7,Medium
3282,51,6,3,77,41,5,7,6,15,5,6,10.4,7,10,5,7,0.04,3,3,9,143,5,6,4,Medium
3283,55,5,3,66,40,8,5,5,10,8,7,8.5,6,5,7,6,0.62,3,6,6,126,5,6,2,Medium
3284,42,4,2,44,41,6,5,6,6,7,5,7.7,3,6,1,5,-0.3,4,6,3,108,0,4,2,Low
3285,41,2,1,63,34,3,5,4,9,6,4,2.5,7,7,2,2,-0.33,3,2,5,105,4,3,3,Low
3286,28,4,0,66,41,5,4,7,12,8,5,7.4,5,4,7,6,-0.14,5,6,4,101,3,8,6,Medium
3287,52,7,3,88,46,10,5,9,16,10,8,14.8,10,9,9,9,0.41,5,9,5,150,4,6,8,High
3288,42,7,3,75,44,4,8,10,16,8,7,12.2,7,5,4,8,0.21,8,5,9,137,3,6,6,Medium
3289,41,8,2,81,40,5,6,7,10,7,7,11.8,4,8,8,10,0.38,6,9,10,129,5,5,8,Medium
3290,30,6,3,43,40,2,6,1,3,4,3,7.6,7,4,1,7,-0.2,6,5,4,92,9,2,5,Low
3291,39,5,2,46,43,7,6,6,14,8,4,8.3,3,8,6,5,0.32,10,5,7,128,4,2,5,Medium
3292,38,8,1,72,39,8,6,6,15,6,5,9.4,5,7,7,5,0.38,5,5,7,135,6,2,3,Medium
3293,41,3,0,57,48,6,4,6,15,8,7,14.7,7,6,7,9,0.16,5,5,7,127,5,7,7,Medium
3294,28,6,1,68,45,6,6,7,15,4,7,9.0,4,5,7,9,0.49,7,3,1,120,4,7,9,Medium
3295,38,3,0,49,40,10,5,6,11,3,3,7.6,6,8,5,4,-0.01,7,7,1,98,8,7,5,Low
3296,25,3,1,75,38,1,5,6,9,5,5,10.3,7,3,2,6,-0.49,3,3,9,71,7,5,7,Low
3297,39,5,2,100,44,6,8,2,6,9,6,12.4,4,4,6,7,-0.26,6,6,6,139,4,6,8,Medium
3298,43,4,3,35,36,3,4,7,7,1,3,10.6,4,7,2,2,0.03,6,1,3,85,5,6,6,Low
3299,33,3,2,85,44,4,4,7,6,6,6,7.2,4,2,3,7,-0.03,3,4,3,97,3,4,2,Low
3300,51,5,2,70,40,8,5,8,14,7,5,14.1,7,8,4,5,0.04,6,6,7,109,4,7,6,Medium
3301,46,9,2,63,40,9,7,10,17,10,9,13.6,10,6,9,8,0.56,9,7,8,128,3,8,7,High
3302,36,6,1,75,42,5,6,8,9,5,6,7.8,6,5,8,8,0.48,6,7,5,104,0,8,5,Medium
3303,50,7,4,55,44,3,6,8,8,9,8,12.9,9,5,9,8,-0.23,10,5,5,129,5,7,7,Medium
3304,47,6,2,73,40,8,7,7,11,6,4,10.9,10,8,4,7,0.35,4,3,5,131,3,7,10,Medium
3305,62,9,5,95,34,8,8,10,18,9,8,11.3,9,9,7,7,0.61,9,8,7,134,0,8,9,High
3306,40,5,3,75,41,7,6,6,14,8,8,12.3,5,6,4,10,0.33,4,9,4,121,5,6,9,Medium
3307,19,5,0,71,32,7,3,2,2,3,4,7.1,4,3,1,5,-0.2,4,5,5,76,5,3,7,Low
3308,39,6,0,72,41,9,6,4,8,6,6,14.4,7,6,6,7,0.0,2,5,7,114,4,6,8,Medium
3309,27,3,2,50,36,3,3,7,2,5,1,6.0,5,6,3,1,-0.16,5,1,5,105,12,3,8,Low
3310,41,6,1,92,48,5,8,8,15,5,9,12.5,9,7,7,7,0.43,5,6,7,144,4,4,6,Medium
3311,38,4,3,100,41,5,6,7,14,7,9,17.3,8,8,4,4,0.28,5,6,6,134,6,4,6,Medium
3312,39,8,2,83,39,9,8,9,19,10,9,16.4,8,10,8,9,0.45,8,6,7,153,1,8,8,High
3313,50,6,2,93,41,7,6,5,13,4,8,9.0,5,8,3,6,0.37,4,6,8,104,4,8,6,Medium
3314,41,9,3,87,53,9,9,7,20,9,9,19.6,9,7,8,9,0.41,7,10,8,141,2,7,8,High
3315,54,8,0,82,40,8,9,9,16,8,10,15.4,9,8,9,9,0.57,5,9,10,151,3,10,10,High
3316,35,2,1,65,35,6,2,3,12,6,5,6.9,5,3,4,5,-0.47,4,8,5,108,8,3,4,Low
3317,49,8,2,60,44,9,4,7,11,8,7,13.9,5,5,8,8,0.66,9,6,3,112,6,9,6,Medium
3318,54,6,2,56,32,7,7,7,9,6,7,13.4,7,7,4,3,0.31,7,3,8,109,2,5,8,Medium
3319,35,6,1,87,42,8,2,9,11,6,7,16.2,5,4,7,8,0.2,3,5,6,143,4,6,8,Medium
3320,32,5,1,66,33,5,6,5,12,6,5,10.5,7,6,2,8,0.09,9,7,5,121,5,8,10,Medium
3321,54,9,6,81,48,9,10,7,16,9,9,14.6,7,6,9,10,0.72,7,9,9,128,3,9,6,High
3322,59,8,3,89,28,8,10,9,19,9,10,20.9,8,8,7,8,0.83,8,9,10,153,0,8,9,High
3323,48,8,2,79,48,6,4,7,7,5,9,9.5,7,4,5,6,0.08,4,6,10,142,4,7,5,Medium
3324,35,5,2,62,38,6,6,6,12,6,8,15.3,8,8,5,8,0.53,7,7,6,116,2,8,7,Medium
3325,42,8,5,87,35,7,10,6,16,9,7,15.3,9,8,7,8,0.49,7,7,7,139,1,9,9,High
3326,45,7,4,88,38,9,7,10,22,8,9,17.1,8,10,9,8,0.92,8,8,7,135,3,7,8,High
3327,54,7,5,87,44,5,10,10,14,9,10,18.1,7,8,7,8,0.82,8,9,8,138,0,9,9,High
3328,31,4,1,56,24,4,6,6,13,3,4,7.7,2,4,1,5,0.1,2,3,8,73,9,3,5,Low
3329,44,7,3,76,35,6,2,6,11,6,7,14.6,6,6,3,7,0.22,9,5,8,116,8,9,6,Medium
3330,38,4,0,62,28,5,4,3,4,6,2,8.6,5,5,2,7,-0.32,1,6,4,77,4,2,4,Low
3331,43,4,1,90,30,5,6,5,11,9,6,14.7,6,5,6,7,0.18,6,7,8,100,4,9,6,Medium
3332,20,5,1,39,32,7,3,6,10,3,5,6.9,2,8,5,3,-0.05,5,1,3,78,7,3,5,Low
3333,44,3,3,47,39,7,5,7,11,7,5,15.7,6,7,3,6,0.37,7,8,9,75,3,7,8,Medium
3334,38,6,1,58,45,10,6,7,8,7,4,16.6,7,7,7,5,0.08,4,6,7,134,6,7,8,Medium
3335,31,4,0,66,42,5,4,4,9,3,2,6.5,3,3,4,4,-0.14,4,5,4,92,5,4,3,Low
3336,43,5,2,72,36,5,5,5,13,6,6,13.9,6,7,6,8,-0.36,10,10,5,126,4,4,8,Medium
3337,41,5,3,48,37,5,4,8,8,5,9,11.0,5,6,3,6,0.27,6,7,5,108,2,7,8,Medium
3338,32,7,3,66,46,5,6,8,15,7,7,14.0,5,6,3,7,0.11,6,4,10,99,5,8,5,Medium
3339,33,5,2,69,48,5,3,6,11,6,5,10.0,3,7,3,1,-0.09,4,4,1,111,11,2,2,Low
3340,35,8,2,62,41,5,7,5,11,8,6,7.9,6,7,10,8,0.41,4,8,5,122,2,5,7,Medium
3341,53,9,2,90,30,9,8,8,18,7,9,20.4,10,9,7,10,0.97,8,10,9,157,6,8,9,High
3342,39,6,1,99,26,6,4,3,4,2,6,5.8,6,1,5,4,-0.29,3,2,5,89,4,6,6,Low
3343,41,5,1,79,43,5,4,2,15,5,4,6.3,3,6,5,8,0.05,6,4,4,117,7,4,6,Low
3344,41,4,2,57,42,8,7,5,10,9,8,11.9,4,5,4,6,0.28,2,8,7,127,5,5,5,Medium
3345,48,6,5,86,37,8,8,8,19,10,9,16.8,9,8,9,9,0.89,8,7,4,132,0,9,7,High
3346,42,6,2,72,48,3,5,7,15,6,6,5.0,5,8,7,8,0.2,7,5,6,144,4,9,9,Medium
3347,34,5,3,51,39,8,5,7,13,6,4,14.1,6,8,7,6,0.35,7,6,5,141,4,8,7,Medium
3348,38,4,2,77,47,6,6,5,15,8,3,15.1,6,7,4,8,0.29,2,4,5,111,8,9,6,Medium
3349,46,6,3,93,36,4,5,9,15,5,4,14.2,5,8,7,8,0.04,6,6,9,104,0,6,6,Medium
3350,22,5,0,4,37,4,5,5,10,4,3,4.3,7,6,5,4,-0.01,4,3,3,88,10,4,6,Low
3351,43,7,1,76,40,6,7,6,10,9,9,7.9,7,8,7,6,0.33,7,7,2,121,6,7,8,Medium
3352,61,10,4,83,36,10,10,8,19,8,8,15.6,9,9,7,8,0.36,6,7,8,157,3,6,8,High
3353,37,8,1,87,43,5,2,7,11,6,7,12.9,5,6,5,10,0.16,6,7,6,98,7,8,9,Medium
3354,56,9,7,97,43,9,8,8,15,10,7,17.8,9,9,5,10,0.63,8,10,8,111,3,9,10,High
3355,51,7,3,100,38,10,8,10,15,8,8,12.0,9,8,8,9,0.94,8,9,8,159,3,9,8,High
3356,32,5,0,14,32,7,4,7,8,5,6,10.9,2,6,1,3,0.17,7,10,4,107,6,2,7,Low
3357,57,8,3,97,42,10,7,8,12,7,8,17.4,8,9,6,9,0.74,6,8,6,140,0,10,8,High
3358,26,2,1,30,37,5,6,9,8,4,4,4.4,6,4,1,6,-0.02,4,2,6,71,3,7,4,Low
3359,40,7,4,69,38,7,5,7,13,7,8,10.8,7,5,5,5,0.12,6,6,6,94,5,5,9,Medium
3360,24,4,0,32,50,4,4,6,8,7,2,5.9,2,6,8,5,-0.14,4,6,2,71,3,4,2,Low
